word,value,uniqueness,count
brios,30.0963,5,0.0
ayelp,30.091600000000003,5,0.0
scelp,30.091000000000005,5,0.0
skice,30.081000000000003,5,0.0
prove,30.0796,5,16046788.0
krosa,30.0777,5,0.0
okras,30.0777,5,0.0
oskar,30.0777,5,534178.0
karos,30.0777,5,0.0
homes,30.0756,5,66753480.0
wades,30.0667,5,79144.0
sawed,30.0667,5,169894.0
motey,30.065900000000003,5,0.0
starw,30.0534,5,0.0
straw,30.0534,5,3958211.0
swart,30.0534,5,162262.0
warst,30.0534,5,0.0
warts,30.0534,5,1122886.0
wrast,30.0534,5,0.0
pints,30.0523,5,596841.0
aslop,30.0516,5,0.0
opals,30.0516,5,261351.0
cadge,30.051,5,0.0
caged,30.051,5,511070.0
gelid,30.0497,5,0.0
glide,30.0497,5,1731344.0
divet,30.0482,5,0.0
korin,30.0452,5,33713.0
dutra,30.0436,5,80646.0
askoi,30.041600000000003,5,0.0
raupo,30.0389,5,0.0
indew,30.0342,5,0.0
dwine,30.0342,5,0.0
edwin,30.0342,5,3688662.0
wendi,30.0342,5,234302.0
widen,30.0342,5,1178278.0
wined,30.0342,5,36379.0
sauve,30.0306,5,73874.0
suave,30.0306,5,336960.0
uveas,30.0306,5,0.0
temps,30.0267,5,2309859.0
avery,30.0235,5,3318822.0
yerva,30.0235,5,0.0
veray,30.0235,5,0.0
revay,30.0235,5,0.0
ponca,30.0204,5,365528.0
capon,30.0204,5,113985.0
pocan,30.0204,5,0.0
mardi,30.019600000000004,5,6842238.0
marid,30.019600000000004,5,29048.0
krome,30.0196,5,116572.0
pilon,30.0191,5,112483.0
swati,30.0173,5,65708.0
waist,30.0173,5,5013500.0
waits,30.0173,5,2362199.0
hoker,30.0101,5,0.0
audit,30.007500000000004,5,20786243.0
keout,30.0075,5,0.0
alnus,30.0062,5,79084.0
lunas,30.0062,5,153893.0
ulans,30.0062,5,0.0
ulnas,30.0062,5,0.0
cagit,30.0016,5,0.0
alfin,29.997200000000003,5,0.0
flain,29.997200000000003,5,0.0
final,29.9972,5,97649084.0
molpe,29.993500000000004,5,0.0
pomel,29.9935,5,0.0
vices,29.9868,5,995524.0
adnex,29.9863,5,0.0
threw,29.9858,5,4410853.0
rings,29.9857,5,28827859.0
girns,29.9857,5,0.0
grins,29.9857,5,412096.0
sorva,29.983500000000003,5,0.0
arvos,29.9835,5,0.0
savor,29.9835,5,506115.0
arcus,29.9822,5,129194.0
carus,29.9822,5,90905.0
scaur,29.9822,5,0.0
cursa,29.9822,5,0.0
graze,29.980900000000005,5,364990.0
gazer,29.9809,5,129741.0
afric,29.97320000000001,5,44486.0
farci,29.97320000000001,5,0.0
firca,29.9732,5,0.0
flame,29.9716,5,8527495.0
fleam,29.9716,5,0.0
zande,29.9683,5,30135.0
inlay,29.963,5,965778.0
naily,29.963,5,0.0
direx,29.961,5,13794.0
germs,29.9601,5,888353.0
cleft,29.9518,5,787981.0
flect,29.9518,5,23057.0
viron,29.951,5,12974.0
incur,29.9497,5,1984112.0
runic,29.9497,5,185207.0
white,29.9497,5,209863729.0
withe,29.9497,5,72784.0
curin,29.9497,5,0.0
towed,29.9494,5,644374.0
lumen,29.9481,5,710305.0
guest,29.948,5,55293215.0
mends,29.9475,5,68803.0
aviso,29.9474,5,354132.0
gaize,29.9448,5,0.0
ziega,29.9448,5,0.0
shend,29.938,5,0.0
yamel,29.937400000000004,5,0.0
mealy,29.9374,5,116752.0
taxin,29.9369,5,0.0
bluer,29.9337,5,80668.0
brule,29.9337,5,216438.0
burel,29.9337,5,0.0
ruble,29.9337,5,265028.0
deynt,29.9283,5,0.0
denty,29.9283,5,0.0
tyned,29.9283,5,0.0
lehay,29.9279,5,0.0
mover,29.925400000000003,5,2309084.0
vomer,29.9254,5,0.0
peony,29.9236,5,416831.0
poney,29.9236,5,30601.0
cetyl,29.9176,5,88927.0
hover,29.9159,5,1553261.0
ruche,29.9146,5,0.0
doges,29.9142,5,19033.0
aloft,29.9124,5,497342.0
float,29.9124,5,8808655.0
flota,29.9124,5,0.0
jager,29.9052,5,261574.0
being,29.902400000000004,5,242783091.0
begin,29.9024,5,45434902.0
binge,29.9024,5,850412.0
gorst,29.9009,5,19863.0
grots,29.9009,5,0.0
trogs,29.9009,5,0.0
above,29.9002,5,141894620.0
mints,29.8981,5,672742.0
loams,29.8974,5,57939.0
molas,29.8974,5,36986.0
somal,29.8974,5,14376.0
salmo,29.8974,5,246710.0
bides,29.897,5,16845.0
movie,29.8893,5,158421100.0
hints,29.8886,5,8393784.0
thins,29.8886,5,144657.0
thisn,29.8886,5,0.0
stond,29.8883,5,13934.0
shoal,29.8879,5,435185.0
shola,29.8879,5,49881.0
halos,29.8879,5,356716.0
amour,29.8847,5,1346779.0
brist,29.8837,5,0.0
brits,29.8837,5,1089837.0
akule,29.879,5,0.0
asked,29.8784,5,75532722.0
coude,29.8782,5,27331.0
douce,29.8782,5,152874.0
clots,29.8776,5,468861.0
colts,29.8776,5,2092808.0
fiery,29.8764,5,1838655.0
reify,29.8764,5,31944.0
balon,29.8758,5,20891.0
clerk,29.8713,5,11923960.0
jerid,29.8673,5,0.0
coman,29.866200000000003,5,39503.0
macon,29.8662,5,2437697.0
manoc,29.8662,5,0.0
skart,29.8651,5,0.0
stark,29.8651,5,3479265.0
karst,29.8651,5,381676.0
karts,29.8651,5,562850.0
court,29.8649,5,127719981.0
crout,29.8649,5,14132.0
turco,29.8649,5,195996.0
smeth,29.863000000000003,5,0.0
meths,29.863,5,23887.0
fanos,29.8617,5,0.0
grike,29.8585,5,0.0
ochna,29.8567,5,0.0
nacho,29.8567,5,392622.0
carbo,29.8518,5,270809.0
carob,29.8518,5,154818.0
coarb,29.8518,5,0.0
cobra,29.8518,5,4412823.0
broil,29.8505,5,479526.0
swape,29.849400000000003,5,0.0
miaou,29.8486,5,0.0
deink,29.8459,5,0.0
inked,29.8459,5,406603.0
jatni,29.843200000000003,5,0.0
antiq,29.842900000000004,5,40358.0
moric,29.840900000000005,5,18458.0
romic,29.840900000000005,5,37637.0
micro,29.8409,5,22219932.0
eupad,29.8396,5,0.0
spalt,29.839,5,0.0
splat,29.839,5,350981.0
plats,29.839,5,299052.0
loxes,29.8388,5,0.0
ickle,29.8352,5,61207.0
trink,29.8326,5,0.0
choir,29.8314,5,5156247.0
chiro,29.8314,5,123068.0
ichor,29.8314,5,22795.0
hemol,29.8298,5,0.0
mohel,29.8298,5,32836.0
sitka,29.829000000000004,5,578381.0
sakti,29.829,5,46511.0
pruta,29.8263,5,0.0
dewal,29.8209,5,0.0
dwale,29.8209,5,0.0
lawed,29.8209,5,0.0
waled,29.8209,5,0.0
weald,29.8209,5,162053.0
delaw,29.8209,5,0.0
begot,29.8176,5,60965.0
boget,29.8176,5,0.0
gobet,29.8176,5,0.0
baioc,29.8157,5,0.0
cabio,29.8157,5,0.0
cobia,29.8157,5,73031.0
trawl,29.8076,5,553588.0
impar,29.8023,5,0.0
pamir,29.8023,5,54902.0
priam,29.8023,5,96972.0
prima,29.8023,5,3131523.0
koali,29.7958,5,0.0
koila,29.7958,5,0.0
foehn,29.7941,5,0.0
adrop,29.7925,5,0.0
pardo,29.7925,5,213131.0
prado,29.7925,5,658805.0
pitau,29.7902,5,0.0
evang,29.789600000000004,5,27136.0
ganev,29.789600000000004,5,0.0
cozen,29.7896,5,35392.0
vegan,29.7896,5,2642418.0
value,29.784800000000004,5,182061247.0
uveal,29.7848,5,37574.0
devas,29.7842,5,107380.0
saved,29.7842,5,19635976.0
moyen,29.7694,5,354954.0
money,29.7694,5,190205072.0
emony,29.7694,5,0.0
vergi,29.76430000000001,5,0.0
giver,29.7643,5,698546.0
virge,29.7643,5,87035.0
bouse,29.7621,5,81909.0
kithe,29.7614,5,0.0
keith,29.7614,5,14391094.0
toked,29.7611,5,0.0
honey,29.7599,5,9978043.0
lands,29.7598,5,13891179.0
warns,29.7569,5,2775722.0
podia,29.7564,5,22060.0
boyer,29.755000000000003,5,1100709.0
vined,29.7517,5,0.0
nardu,29.7471,5,0.0
joles,29.7451,5,28157.0
irpex,29.7437,5,0.0
crang,29.741200000000003,5,0.0
velic,29.741000000000007,5,0.0
clive,29.741,5,2633530.0
valor,29.7377,5,1193133.0
volar,29.7377,5,49012.0
gisla,29.7363,5,0.0
ligas,29.7363,5,45478.0
sigla,29.7363,5,38984.0
cards,29.7358,5,121094522.0
vista,29.734800000000003,5,13991160.0
dirls,29.7345,5,0.0
roque,29.7321,5,285897.0
prize,29.725700000000003,5,16204739.0
siwan,29.7208,5,15003.0
swain,29.7208,5,779597.0
wains,29.7208,5,0.0
fetwa,29.7102,5,0.0
acing,29.7051,5,35956.0
oliva,29.701600000000003,5,634239.0
viola,29.701600000000003,5,2458792.0
voila,29.7016,5,506278.0
aulic,29.70030000000001,5,0.0
lucia,29.7003,5,6571033.0
cauli,29.7003,5,0.0
cadis,29.699700000000004,5,0.0
acids,29.6997,5,8793940.0
asdic,29.6997,5,0.0
caids,29.6997,5,0.0
cokes,29.6997,5,97382.0
sadic,29.6997,5,0.0
scoke,29.6997,5,0.0
wames,29.6952,5,0.0
belga,29.689100000000003,5,126913.0
gable,29.689100000000003,5,790611.0
galbe,29.689100000000003,5,0.0
bagel,29.6891,5,792721.0
gleba,29.6891,5,0.0
bagle,29.6891,5,75461.0
unwet,29.6867,5,0.0
whase,29.685700000000004,5,0.0
shewa,29.6857,5,0.0
hawse,29.6857,5,19238.0
malts,29.684800000000003,5,174495.0
smalt,29.684800000000003,5,0.0
gimel,29.6782,5,16276.0
glime,29.6782,5,0.0
shalt,29.675300000000004,5,1854326.0
halts,29.6753,5,427571.0
laths,29.6753,5,19745.0
slath,29.6753,5,0.0
fleur,29.6738,5,1056974.0
fluer,29.6738,5,0.0
martu,29.672100000000004,5,0.0
murat,29.6721,5,275580.0
turma,29.6721,5,0.0
leigh,29.6687,5,3853134.0
lodge,29.6684,5,21541130.0
ogled,29.6684,5,21111.0
devot,29.6669,5,24904.0
voted,29.6669,5,10746027.0
educt,29.6656,5,0.0
inmew,29.6627,5,0.0
spake,29.661100000000005,5,688769.0
peaks,29.6611,5,4011396.0
sapek,29.6611,5,0.0
speak,29.6611,5,31324712.0
coupe,29.660900000000005,5,4874541.0
pouce,29.6609,5,102727.0
whein,29.6532,5,0.0
whine,29.6532,5,832743.0
owned,29.6529,5,35050234.0
endow,29.6529,5,195844.0
nowed,29.6529,5,0.0
woden,29.6529,5,186087.0
negus,29.6515,5,97779.0
genus,29.6515,5,4275567.0
beild,29.651200000000003,5,0.0
bield,29.651200000000003,5,0.0
chant,29.6441,5,1374428.0
natch,29.6441,5,89014.0
feign,29.6425,5,116753.0
cowle,29.642200000000003,5,0.0
medic,29.641600000000004,5,1122716.0
fovea,29.640300000000003,5,71302.0
ruely,29.6396,5,0.0
bract,29.6392,5,30353.0
dyers,29.639,5,89927.0
harim,29.638600000000004,5,21493.0
hiram,29.638600000000004,5,916284.0
ihram,29.638600000000004,5,31412.0
mahri,29.638600000000004,5,0.0
blirt,29.6379,5,0.0
defis,29.6371,5,0.0
fides,29.6371,5,227901.0
mitua,29.636000000000003,5,0.0
laked,29.6326,5,0.0
chide,29.6321,5,66368.0
wreak,29.629700000000003,5,316442.0
waker,29.6297,5,206432.0
sizar,29.629600000000003,5,0.0
izars,29.6296,5,0.0
hoard,29.6288,5,433375.0
rhoda,29.6288,5,442152.0
pekin,29.6286,5,346788.0
hutia,29.6265,5,0.0
frist,29.623800000000003,5,1284684.0
frits,29.623800000000003,5,120455.0
first,29.6238,5,578161543.0
rifts,29.6238,5,209369.0
cagot,29.6203,5,0.0
chirt,29.6188,5,0.0
crith,29.6188,5,0.0
richt,29.6188,5,69978.0
styan,29.6149,5,0.0
antsy,29.6149,5,82656.0
nasty,29.6149,5,7434847.0
santy,29.6149,5,33786.0
tansy,29.6149,5,77016.0
axmen,29.6148,5,0.0
eying,29.608300000000003,5,31044.0
coves,29.605500000000003,5,264469.0
scove,29.6055,5,0.0
voces,29.6055,5,72009.0
palew,29.6036,5,0.0
tabic,29.603100000000005,5,0.0
amido,29.6022,5,25154.0
lours,29.5996,5,0.0
slour,29.5996,5,0.0
idaho,29.5927,5,21791957.0
mirex,29.5895,5,56648.0
mixer,29.5895,5,5558245.0
remix,29.5895,5,7132676.0
hazen,29.5873,5,396073.0
brins,29.5872,5,0.0
tilak,29.5832,5,101823.0
braze,29.5824,5,58124.0
dicot,29.5824,5,89663.0
zebra,29.5824,5,2902469.0
onlay,29.5817,5,24706.0
clons,29.5811,5,0.0
redox,29.579699999999995,5,578593.0
knars,29.5686,5,0.0
narks,29.5686,5,0.0
ranks,29.5686,5,7222499.0
snark,29.5686,5,457068.0
karns,29.5686,5,79709.0
krans,29.5686,5,0.0
cornu,29.5684,5,45380.0
theow,29.5684,5,0.0
nosig,29.5683,5,35212.0
soign,29.5683,5,0.0
spave,29.566900000000004,5,0.0
vespa,29.566900000000004,5,669846.0
paves,29.5669,5,257565.0
louis,29.5635,5,38259201.0
dozer,29.5617,5,275217.0
berms,29.5616,5,147739.0
oracy,29.5577,5,0.0
roily,29.5564,5,0.0
taxon,29.5556,5,1333053.0
herbs,29.5521,5,8271850.0
stube,29.5495,5,18934.0
subet,29.5495,5,0.0
tubes,29.5495,5,7413309.0
baize,29.5463,5,48414.0
doxie,29.5436,5,49093.0
oxide,29.5436,5,5321340.0
plans,29.5425,5,77295630.0
befit,29.540500000000005,5,31021.0
deval,29.538400000000003,5,58565.0
laved,29.538400000000003,5,0.0
zonta,29.5376,5,77637.0
warve,29.5355,5,0.0
waver,29.5355,5,217064.0
kains,29.5325,5,0.0
kisan,29.5325,5,39762.0
bisme,29.5255,5,0.0
geoty,29.5235,5,0.0
goety,29.5235,5,0.0
carps,29.518500000000003,5,84962.0
craps,29.518500000000003,5,5943974.0
scarp,29.518500000000003,5,77653.0
scrap,29.518500000000003,5,3757085.0
boule,29.5163,5,116726.0
bodes,29.5157,5,170580.0
kames,29.5069,5,61731.0
makes,29.5069,5,87829598.0
samek,29.5069,5,22569.0
tibey,29.5063,5,0.0
borts,29.5024,5,0.0
waive,29.4994,5,1789027.0
aview,29.4994,5,29559.0
knute,29.498400000000004,5,61884.0
unket,29.4984,5,0.0
shake,29.49740000000001,5,6839319.0
hakes,29.4974,5,31941.0
cohue,29.4972,5,0.0
foyer,29.4951,5,1042532.0
vital,29.489,5,14166642.0
tekya,29.4877,5,0.0
dorje,29.486,5,68578.0
baken,29.4853,5,16235.0
quite,29.483400000000003,5,58777731.0
quiet,29.4834,5,16746894.0
aspic,29.482400000000005,5,54553.0
spica,29.482400000000005,5,142550.0
picas,29.4824,5,37578.0
argid,29.477200000000003,5,0.0
inlaw,29.475,5,40071.0
liwan,29.475,5,0.0
youse,29.468,5,103842.0
boist,29.4663,5,0.0
obits,29.4663,5,618473.0
kendo,29.4646,5,334180.0
konde,29.4646,5,0.0
biker,29.46,5,3530897.0
brike,29.46,5,0.0
alcid,29.453900000000004,5,0.0
calid,29.453900000000004,5,0.0
cloke,29.453900000000004,5,36907.0
grewt,29.4529,5,0.0
tronk,29.4513,5,0.0
golpe,29.451100000000004,5,47267.0
perch,29.4509,5,1235177.0
ejido,29.4499,5,49671.0
wamel,29.4494,5,0.0
halwe,29.4399,5,0.0
whale,29.4399,5,5928569.0
wheal,29.4399,5,55009.0
navis,29.4383,5,71169.0
savin,29.4383,5,303518.0
sivan,29.4383,5,106710.0
vinas,29.4383,5,31188.0
jitro,29.4366,5,0.0
becap,29.435200000000005,5,0.0
pryse,29.4217,5,13384.0
spyer,29.4217,5,0.0
pyres,29.4217,5,22032.0
preys,29.4217,5,84918.0
knoit,29.4152,5,0.0
kinot,29.4152,5,0.0
coped,29.4145,5,171985.0
fanwe,29.4137,5,0.0
aroph,29.4115,5,0.0
pharo,29.4115,5,26085.0
phora,29.4115,5,0.0
apout,29.408900000000003,5,0.0
taupo,29.408900000000003,5,566050.0
topau,29.408900000000003,5,0.0
lunge,29.405700000000003,5,199129.0
leung,29.4057,5,981267.0
shave,29.403200000000005,5,2580057.0
haves,29.4032,5,554576.0
sheva,29.4032,5,181594.0
larix,29.4018,5,54636.0
dulse,29.4003,5,32611.0
slued,29.4003,5,0.0
duels,29.4003,5,212809.0
leuds,29.4003,5,0.0
swure,29.3974,5,0.0
agley,29.395,5,0.0
galey,29.395,5,18937.0
redly,29.3932,5,0.0
faced,29.3926,5,9938155.0
felid,29.3913,5,0.0
fidel,29.3913,5,707716.0
field,29.3913,5,135289140.0
filed,29.3913,5,30718907.0
flied,29.3913,5,858118.0
admit,29.3896,5,8780656.0
atmid,29.3896,5,0.0
yipes,29.3856,5,29997.0
grove,29.383000000000003,5,15189493.0
vimen,29.3802,5,0.0
hadit,29.3801,5,0.0
thoke,29.3801,5,0.0
wayne,29.3795,5,16090093.0
waney,29.3795,5,0.0
craft,29.379300000000004,5,16528294.0
fract,29.379300000000004,5,36618.0
flirt,29.378,5,1817719.0
ruman,29.3756,5,0.0
urman,29.3756,5,12983.0
muran,29.3756,5,0.0
unarm,29.3756,5,0.0
unram,29.3756,5,0.0
devon,29.3704,5,6896016.0
doven,29.3704,5,0.0
dunce,29.3691,5,112570.0
brevi,29.3658,5,39688.0
optic,29.365100000000005,5,4558869.0
topic,29.365100000000005,5,149001702.0
picot,29.3651,5,105908.0
crams,29.364300000000004,5,32544.0
marcs,29.364300000000004,5,50472.0
scram,29.3643,5,139774.0
clove,29.359700000000004,5,698870.0
acedy,29.3584,5,0.0
decay,29.3584,5,4956622.0
yield,29.357100000000003,5,15022494.0
crunt,29.3558,5,0.0
sting,29.3557,5,2773263.0
tings,29.3557,5,142437.0
gaols,29.355,5,15170.0
goals,29.355,5,36766773.0
chars,29.3548,5,1627316.0
crash,29.3548,5,15302627.0
shirl,29.3535,5,95075.0
lords,29.3532,5,4862111.0
scaut,29.352200000000003,5,0.0
scuta,29.352200000000003,5,0.0
actus,29.3522,5,100794.0
gazet,29.3509,5,0.0
litus,29.3509,5,0.0
sluit,29.3509,5,24797.0
tulsi,29.3509,5,73125.0
kaver,29.3472,5,0.0
ogive,29.346900000000005,5,0.0
vogie,29.3469,5,0.0
carty,29.3451,5,171372.0
tracy,29.3451,5,5931717.0
facit,29.343200000000003,5,82552.0
goura,29.3423,5,0.0
maniu,29.3395,5,0.0
munia,29.3395,5,13811.0
unami,29.3395,5,0.0
sowan,29.3395,5,0.0
basil,29.3378,5,2757419.0
bails,29.3378,5,149105.0
labis,29.3378,5,0.0
hinau,29.33,5,0.0
icasm,29.3282,5,0.0
camis,29.3282,5,87567.0
micas,29.3282,5,39750.0
firns,29.3273,5,0.0
pioxe,29.3263,5,0.0
rubia,29.3251,5,167974.0
conga,29.3238,5,312319.0
knarl,29.3228,5,0.0
fraze,29.322500000000005,5,0.0
lingo,29.3225,5,1055245.0
login,29.3225,5,144200144.0
rinch,29.3223,5,0.0
stegh,29.3206,5,0.0
tunic,29.319700000000005,5,727598.0
cunit,29.3197,5,0.0
cutin,29.3197,5,0.0
incut,29.3197,5,0.0
aluco,29.319000000000003,5,0.0
chais,29.318700000000003,5,18222.0
chias,29.3187,5,0.0
cados,29.3184,5,0.0
codas,29.3184,5,15903.0
scoad,29.3184,5,0.0
soldi,29.317100000000003,5,93203.0
solid,29.317100000000003,5,37426444.0
dilos,29.3171,5,51216.0
diols,29.3171,5,20219.0
idols,29.3171,5,1147911.0
lidos,29.3171,5,0.0
sloid,29.3171,5,0.0
wiros,29.3142,5,0.0
piezo,29.3083,5,380481.0
bacin,29.3066,5,0.0
cabin,29.3066,5,8052267.0
durio,29.3044,5,0.0
bluet,29.303700000000003,5,39292.0
butle,29.3037,5,0.0
debts,29.3031,5,4259542.0
corgi,29.298500000000004,5,1063639.0
goric,29.298500000000004,5,0.0
orgic,29.298500000000004,5,0.0
glome,29.2969,5,0.0
golem,29.2969,5,444797.0
molge,29.2969,5,0.0
merch,29.2967,5,553953.0
tecum,29.2941,5,61624.0
fresh,29.2922,5,38781893.0
fetus,29.2896,5,1744267.0
ghole,29.2874,5,13769.0
alkin,29.2867,5,0.0
kilan,29.2867,5,0.0
lakin,29.2867,5,187040.0
chuet,29.2846,5,0.0
chute,29.2846,5,834005.0
teuch,29.2846,5,0.0
prand,29.2834,5,0.0
women,29.2814,5,242520455.0
menow,29.2814,5,0.0
fabes,29.2765,5,0.0
whone,29.2719,5,0.0
bache,29.271500000000003,5,115458.0
beach,29.271500000000003,5,105642682.0
bodle,29.2699,5,14619.0
boled,29.2699,5,0.0
lobed,29.2699,5,139319.0
bower,29.267,5,783946.0
craik,29.26270000000001,5,71665.0
kamel,29.2611,5,162041.0
kemal,29.2611,5,219413.0
hemic,29.260600000000004,5,14132.0
miche,29.260600000000004,5,51922.0
chime,29.2606,5,1115076.0
medoc,29.2603,5,75053.0
graip,29.259900000000005,5,0.0
hyrse,29.258000000000003,5,0.0
shyer,29.258000000000003,5,32023.0
mohar,29.2573,5,18002.0
omrah,29.2573,5,0.0
feods,29.2558,5,0.0
suety,29.2554,5,0.0
halke,29.251600000000003,5,0.0
lekha,29.2516,5,0.0
pidan,29.2473,5,0.0
pinda,29.2473,5,27961.0
forst,29.2425,5,124354.0
forts,29.2425,5,737169.0
frost,29.2425,5,5940685.0
abyes,29.2423,5,0.0
esbay,29.2423,5,0.0
absey,29.2423,5,0.0
chort,29.2375,5,0.0
rotch,29.2375,5,17632.0
torch,29.2375,5,3360286.0
troch,29.2375,5,0.0
pical,29.236600000000003,5,30280.0
plica,29.236600000000003,5,0.0
bowie,29.2309,5,3287191.0
woibe,29.2309,5,0.0
goney,29.227,5,0.0
kenaf,29.2254,5,46083.0
quern,29.223,5,33075.0
louey,29.2222,5,0.0
cabot,29.2218,5,925244.0
bolti,29.2205,5,0.0
sequa,29.219400000000004,5,0.0
awoke,29.2123,5,688520.0
ozias,29.2122,5,19947.0
ctimo,29.2109,5,0.0
inbye,29.2098,5,0.0
tramp,29.2084,5,1087707.0
ryots,29.2083,5,0.0
sorty,29.2083,5,0.0
story,29.2083,5,138433809.0
stroy,29.2083,5,33541.0
tyros,29.2083,5,52703.0
troys,29.2083,5,40050.0
foist,29.2064,5,55908.0
kotal,29.2019,5,0.0
chiot,29.2014,5,0.0
frike,29.20010000000001,5,0.0
kefir,29.2001,5,58635.0
thrap,29.1989,5,0.0
anvil,29.192500000000003,5,936808.0
nival,29.192500000000003,5,31420.0
vinal,29.192500000000003,5,44098.0
alvin,29.1925,5,2232995.0
kenya,29.1912,5,12839981.0
necks,29.190600000000003,5,766318.0
sneck,29.1906,5,0.0
lepus,29.183,5,60255.0
pules,29.183,5,0.0
pulse,29.183,5,18893735.0
lepry,29.1759,5,0.0
plyer,29.1759,5,25371.0
reply,29.1759,5,184777992.0
flipe,29.174,5,0.0
moxie,29.1721,5,401036.0
oxime,29.1721,5,38389.0
bison,29.1698,5,2002028.0
nobis,29.1698,5,159308.0
vicar,29.1685,5,825292.0
vraic,29.1685,5,0.0
kyrie,29.1659,5,120056.0
adopt,29.1625,5,11272339.0
halve,29.157400000000003,5,240290.0
havel,29.157400000000003,5,242432.0
swage,29.1528,5,36605.0
wages,29.1528,5,8737438.0
encup,29.151800000000005,5,0.0
punce,29.1518,5,0.0
kaons,29.1512,5,38492.0
koans,29.1512,5,42253.0
swerd,29.151,5,0.0
besom,29.1442,5,42868.0
mebos,29.1442,5,0.0
slorp,29.1359,5,0.0
stawn,29.1269,5,0.0
wants,29.1269,5,32538214.0
wasnt,29.1269,5,1262688.0
ewing,29.1203,5,1425635.0
gwine,29.1203,5,25691.0
avowe,29.1181,5,0.0
daunt,29.1171,5,38855.0
duant,29.1171,5,0.0
verus,29.1149,5,60219.0
uvres,29.1149,5,0.0
wides,29.1149,5,49358.0
wised,29.1149,5,27775.0
farls,29.114,5,0.0
glint,29.1099,5,272373.0
larch,29.109,5,267733.0
lovat,29.1077,5,42761.0
volta,29.1077,5,957170.0
votal,29.1077,5,0.0
claut,29.106400000000004,5,0.0
fiver,29.1059,5,141567.0
corpn,29.1047,5,39390.0
quote,29.1021,5,139242226.0
toque,29.1021,5,158397.0
wrist,29.1016,5,6143580.0
writs,29.1016,5,260366.0
posca,29.1011,5,0.0
scopa,29.1011,5,88607.0
capos,29.1011,5,96287.0
pacos,29.1011,5,0.0
spoil,29.0998,5,1419320.0
polis,29.0998,5,303594.0
aveny,29.097,5,0.0
higra,29.096200000000003,5,0.0
dargo,29.0959,5,21907.0
dogra,29.0959,5,28557.0
drago,29.0959,5,225112.0
lowan,29.0937,5,18303.0
tigua,29.0936,5,21076.0
admin,29.0931,5,37835381.0
dimna,29.0931,5,0.0
mandi,29.0931,5,367548.0
manid,29.0931,5,0.0
nurls,29.0905,5,0.0
snurl,29.0905,5,0.0
ahind,29.0836,5,0.0
dinah,29.0836,5,587063.0
kohen,29.0836,5,92682.0
franc,29.0828,5,4916960.0
claim,29.082400000000007,5,40085342.0
malic,29.082400000000007,5,131867.0
clima,29.0824,5,222162.0
aryls,29.0798,5,0.0
arsyl,29.0798,5,0.0
suevi,29.0788,5,0.0
bidar,29.0787,5,28564.0
barid,29.0787,5,0.0
braid,29.0787,5,981945.0
broke,29.0787,5,10460811.0
rabid,29.0787,5,612676.0
alifs,29.077900000000003,5,0.0
fails,29.077900000000003,5,12015364.0
laich,29.072900000000004,5,0.0
acold,29.0726,5,0.0
codal,29.0726,5,0.0
ahmed,29.058,5,2715850.0
hemad,29.058,5,0.0
novas,29.057,5,128279.0
cunas,29.0557,5,0.0
linus,29.0544,5,1886948.0
sunil,29.0544,5,479377.0
adzes,29.049,5,0.0
dazes,29.049,5,0.0
carny,29.0486,5,42572.0
crany,29.0486,5,0.0
nacry,29.0486,5,0.0
finca,29.0467,5,360811.0
tharm,29.0447,5,0.0
thram,29.0447,5,0.0
flute,29.0438,5,4090740.0
islay,29.0437,5,349830.0
saily,29.0437,5,0.0
tzars,29.0357,5,0.0
index,29.0345,5,242826246.0
nixed,29.0345,5,79256.0
poche,29.033500000000004,5,103799.0
epoch,29.0335,5,1680235.0
visor,29.0317,5,1850201.0
fable,29.030700000000003,5,1678751.0
emuls,29.0288,5,0.0
mules,29.0288,5,907690.0
mulse,29.0288,5,0.0
sheng,29.0241,5,608205.0
lexic,29.0238,5,0.0
bergs,29.0192,5,58033.0
bewit,29.0183,5,0.0
taxis,29.0176,5,2034449.0
dizen,29.0165,5,0.0
genty,29.0144,5,0.0
chafe,29.0116,5,118832.0
styed,29.009,5,0.0
bends,29.0066,5,1010930.0
poesy,29.0043,5,62166.0
sepoy,29.0043,5,33499.0
posey,29.0043,5,499031.0
tweak,28.9997,5,1705761.0
novem,28.9989,5,87055.0
venom,28.9989,5,1883158.0
belay,28.9965,5,297360.0
eably,28.9965,5,0.0
hoven,28.9894,5,74213.0
cymae,28.9869,5,0.0
ferny,28.986,5,88255.0
emily,28.9856,5,8497262.0
limey,28.9856,5,115046.0
elymi,28.9856,5,0.0
bevor,28.9845,5,58495.0
loxia,28.9844,5,15286.0
cebur,28.9832,5,0.0
bruce,28.9832,5,19999866.0
cuber,28.9832,5,20073.0
gibes,28.9831,5,0.0
heily,28.9761,5,0.0
doyle,28.9758,5,3618714.0
yodel,28.9758,5,74408.0
yodle,28.9758,5,0.0
odyle,28.9758,5,0.0
doley,28.9758,5,0.0
stong,28.9744,5,88745.0
tongs,28.9744,5,531760.0
equal,28.9736,5,34832354.0
queal,28.9736,5,0.0
quale,28.9736,5,109246.0
jades,28.9733,5,88101.0
shorl,28.9722,5,0.0
lotus,28.9696,5,9759485.0
louts,28.9696,5,35918.0
tolus,28.9696,5,0.0
hertz,28.968100000000003,5,1752925.0
kreng,28.9681,5,0.0
cogue,28.9643,5,0.0
